customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churned,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
NEW-0312,2022-11-04,Paid,2023-11-05,Standard,Annual,,,14.99,1418,34,0,Sneha Patel,India,Gujarat,Female,1987-02-22,2025-02-21,N,70.0,1.0
NEW-0313,2023-02-03,Organic,2023-03-05,Standard,Monthly,2023-04-19,Poor service,13.99,702,78,1,Tarun Sharma,India,West Bengal,Female,2000-07-08,,,,
NEW-0314,2021-12-02,Paid,2022-12-03,Basic,Annual,,,7.99,699,28,0,Priya Das,India,Delhi,Female,2003-11-25,2022-08-01,N,90.0,1.0
NEW-0315,2020-10-03,Organic,2021-10-04,Basic,Annual,,,6.99,753,60,0,Mohit Malhotra,India,Tamil Nadu,Male,1972-06-10,,,,
NEW-0316,2020-04-23,Paid,2020-05-24,Standard,Monthly,,,14.99,1319,36,0,Nikhil Nair,India,Gujarat,Female,1990-11-23,,,,
NEW-0317,2020-03-05,Organic,2020-04-05,Basic,Monthly,,,8.99,545,16,0,Ankit Rana,India,Delhi,Female,1985-11-10,,,,
NEW-0318,2022-01-01,Paid,2022-01-29,Standard,Monthly,2022-05-30,Too expensive,15.99,691,75,1,Sakshi Nair,India,Karnataka,Female,2007-11-20,,,,
NEW-0319,2026-07-01,Organic,2026-08-01,Basic,Monthly,,,6.99,312,23,0,Aman Gupta,India,Maharashtra,Male,1994-07-25,,,,
NEW-0320,2024-03-26,Paid,2024-04-25,Basic,Monthly,,,8.99,389,21,0,Pankaj Gupta,India,Punjab,Female,1983-08-16,,,,
NEW-0321,2024-03-20,Paid,2026-03-20,Basic,Annual,,,6.99,553,13,0,Raj Kapoor,India,Punjab,Male,1998-12-07,,,,
NEW-0322,2020-05-02,Organic,2020-06-02,Standard,Monthly,,,16.99,1318,22,0,Kriti Mehta,India,West Bengal,Female,1973-03-04,,,,
NEW-0323,2025-03-04,Paid,2025-04-01,Standard,Monthly,2025-05-12,Switched to competitor,13.99,652,78,1,Akash Saini,India,Tamil Nadu,Male,1974-07-11,,,,
NEW-0324,2025-12-31,Organic,2027-12-31,Premium,Annual,,,28.99,1910,24,0,Isha Bansal,India,West Bengal,Female,1972-12-05,2026-07-10,Y,40.0,3.0
NEW-0325,2023-04-22,Paid,2023-05-20,Basic,Monthly,2023-08-13,Too expensive,6.99,348,72,1,Tarun Malhotra,India,Tamil Nadu,Female,1998-10-12,,,,
NEW-0326,2021-11-12,Organic,2021-12-13,Basic,Monthly,,,7.99,575,18,0,Riya Mishra,India,Tamil Nadu,Male,2001-07-02,,,,
NEW-0327,2019-11-22,Organic,2019-12-22,Standard,Monthly,2020-01-23,Switched to competitor,13.99,955,77,1,Isha Gupta,India,Karnataka,Male,1993-12-09,,,,
NEW-0328,2021-02-28,Paid,2022-02-28,Standard,Annual,,,13.99,1555,24,0,Sameer Arora,India,West Bengal,Male,1978-10-22,2022-11-01,Y,90.0,1.0
NEW-0329,2022-08-16,Organic,2023-08-17,Premium,Annual,,,26.99,2779,2,0,Nisha Das,India,Uttar Pradesh,Male,1984-11-20,,,,
NEW-0330,2021-06-04,Paid,2022-06-05,Basic,Annual,2022-10-20,Not enough content,7.99,522,85,1,Sneha Agarwal,India,Rajasthan,Male,2000-09-22,2025-01-21,Y,40.0,3.0
NEW-0331,2019-12-15,Paid,2020-01-12,Basic,Monthly,2020-05-17,Too expensive,7.99,451,72,1,Aryan Jain,India,Karnataka,Male,1985-07-14,2025-01-25,Y,20.0,2.0
NEW-0332,2020-06-01,Refferal,2020-07-01,Standard,Monthly,,,16.99,1238,10,0,Kavya Chauhan,India,Gujarat,Female,1986-11-11,,,,
NEW-0333,2020-05-13,Organic,2020-06-10,Basic,Monthly,,,7.99,610,13,0,Rohan Patel,India,Delhi,Female,1976-04-15,,,,
NEW-0334,2022-02-18,Organic,2024-02-18,Standard,Annual,,,16.99,1492,26,0,Karan Agarwal,India,Rajasthan,Male,1991-01-08,,,,
NEW-0335,2025-05-21,Paid,2026-05-22,Basic,Annual,,,6.99,435,27,0,Meera Yadav,India,Maharashtra,Male,1977-02-04,,,,
NEW-0336,2020-03-19,Refferal,2021-03-20,Standard,Annual,,,13.99,1574,21,0,Neha Chauhan,India,Gujarat,Male,1970-01-06,,,,
NEW-0337,2020-03-06,Organic,2020-04-05,Basic,Monthly,,,7.99,659,26,0,Aarav Gupta,India,Haryana,Male,1998-06-02,2022-02-05,N,80.0,1.0
NEW-0338,2023-12-01,Paid,2024-12-01,Basic,Annual,,,6.99,539,22,0,Kavya Sharma,India,Punjab,Male,1991-09-21,,,,
NEW-0339,2024-12-14,Paid,2025-01-11,Basic,Monthly,2025-02-17,Too expensive,8.99,247,80,1,Yash Saini,India,Rajasthan,Female,1996-01-19,,,,
NEW-0340,2023-09-27,Organic,2024-09-27,Standard,Annual,,,14.99,1195,28,0,Bhavna Shah,India,Rajasthan,Male,2002-06-20,,,,
NEW-0341,2025-10-09,Refferal,2025-11-08,Premium,Monthly,,,24.99,1322,32,0,Shreya Nair,India,Haryana,Female,1979-11-01,,,,
NEW-0342,2025-03-22,Organic,2025-04-21,Standard,Monthly,2025-09-19,Poor service,16.99,544,77,1,Tanvi Rana,India,Delhi,Male,2001-10-30,2026-01-06,Y,20.0,3.0
NEW-0343,2023-04-23,Organic,2024-04-23,Basic,Annual,,,6.99,580,30,0,Manish Nair,India,Tamil Nadu,Male,1994-08-12,,,,
NEW-0344,2025-07-18,Paid,2025-08-18,Basic,Monthly,,,6.99,326,37,0,Tanvi Malhotra,India,Delhi,Male,2007-02-13,,,,
NEW-0345,2022-01-12,Paid,2024-01-12,Standard,Annual,2024-05-11,Switched to competitor,14.99,1095,78,1,Arjun Agarwal,India,Haryana,Male,1986-01-29,,,,
NEW-0346,2023-06-27,Paid,2024-06-27,Premium,Annual,,,28.99,2472,30,0,Ayush Nair,India,West Bengal,Male,1983-08-22,,,,
NEW-0347,2022-01-18,Refferal,2023-01-19,Premium,Annual,,,24.99,2457,40,0,Sneha Verma,India,Gujarat,Male,2006-11-03,,,,
NEW-0348,2026-03-17,Organic,2028-03-16,Basic,Annual,,,6.99,415,15,0,Rohan Kapoor,India,Punjab,Female,2005-04-03,,,,
NEW-0349,2024-12-20,Organic,2025-01-20,Standard,Monthly,,,13.99,898,5,0,Varun Kumar,India,Maharashtra,Male,1980-03-13,,,,
NEW-0350,2026-06-21,Organic,2026-07-19,Standard,Monthly,,,13.99,613,23,0,Mohit Malhotra,India,Delhi,Female,1994-06-19,,,,
NEW-0351,2021-12-24,Paid,2022-01-24,Premium,Monthly,2022-03-22,Too expensive,28.99,1643,69,1,Aditi Kapoor,India,Punjab,Male,2008-04-26,,,,
NEW-0352,2022-08-10,Paid,2022-09-09,Standard,Monthly,2022-10-02,Switched to competitor,16.99,759,83,1,Aditi Kumar,India,Uttar Pradesh,Female,1985-04-19,,,,
NEW-0353,2019-04-04,Organic,2020-04-03,Basic,Annual,,,6.99,753,26,0,Ansh Yadav,India,Haryana,Male,1985-07-14,,,,
NEW-0354,2020-07-07,Paid,2020-08-07,Premium,Monthly,,,24.99,2600,33,0,Priya Das,India,Karnataka,Male,1989-06-01,,,,
NEW-0355,2024-04-16,Organic,2024-05-16,Standard,Monthly,,,16.99,916,23,0,Shreya Chauhan,India,Tamil Nadu,Female,1990-05-07,2026-03-19,Y,60.0,2.0
NEW-0356,2022-06-28,Refferal,2022-07-28,Basic,Monthly,2022-08-16,Poor service,8.99,385,69,1,Ansh Patel,India,Uttar Pradesh,Male,2001-02-02,2025-09-21,N,60.0,1.0
NEW-0357,2023-03-11,Paid,2024-03-10,Premium,Annual,,,28.99,2259,19,0,Ankit Kumar,India,Tamil Nadu,Female,1997-12-02,2026-06-24,Y,20.0,3.0
NEW-0358,2020-10-05,Paid,2021-10-05,Premium,Annual,,,28.99,2905,29,0,Raj Verma,India,West Bengal,Female,1978-12-16,,,,
NEW-0359,2019-06-10,Refferal,2019-07-08,Standard,Monthly,2019-11-21,Too expensive,13.99,930,82,1,Pankaj Kumar,India,Uttar Pradesh,Male,1971-12-14,,,,
NEW-0360,2019-01-10,Refferal,2019-02-07,Standard,Monthly,,,16.99,1598,25,0,Mohit Saini,India,Uttar Pradesh,Female,1986-12-24,,,,
NEW-0361,2023-07-14,Organic,2023-08-13,Basic,Monthly,,,8.99,466,13,0,Akash Verma,India,West Bengal,Female,1997-03-09,,,,
NEW-0362,2022-08-24,Refferal,2022-09-24,Standard,Monthly,,,14.99,1111,29,0,Tushar Verma,India,Maharashtra,Male,1993-06-22,2025-02-02,N,50.0,1.0
NEW-0363,2020-07-13,Organic,2020-08-13,Standard,Monthly,,,16.99,1256,29,0,Rahul Yadav,India,Maharashtra,Male,1994-11-16,,,,
NEW-0364,2021-03-13,Organic,2022-03-13,Standard,Annual,,,13.99,1447,34,0,Rohit Mishra,India,Rajasthan,Male,1981-09-02,,,,
NEW-0365,2022-04-08,Organic,2022-05-09,Standard,Monthly,,,16.99,1224,15,0,Nisha Saini,India,Karnataka,Male,2006-06-21,,,,
NEW-0366,2019-12-26,Organic,2020-01-25,Basic,Monthly,2020-05-19,Switched to competitor,7.99,411,73,1,Raj Nair,India,Uttar Pradesh,Female,1981-01-24,,,,
NEW-0367,2022-04-17,Organic,2022-05-17,Basic,Monthly,,,7.99,535,23,0,Raj Nair,India,Uttar Pradesh,Female,1974-06-25,,,,
NEW-0368,2025-12-09,Refferal,2026-12-10,Standard,Annual,,,14.99,851,24,0,Vivek Bansal,India,Haryana,Female,1987-09-26,,,,
NEW-0369,2023-08-01,Paid,2023-08-31,Standard,Monthly,,,14.99,968,31,0,Rahul Shah,India,Maharashtra,Male,1986-08-07,,,,
NEW-0370,2026-01-28,Refferal,2026-02-27,Standard,Monthly,2026-05-06,Not enough content,13.99,594,57,1,Aditya Patel,India,Haryana,Male,1978-02-24,,,,
NEW-0371,2022-06-12,Paid,2022-07-12,Premium,Monthly,2022-08-31,Poor service,24.99,1650,83,1,Tushar Mehta,India,Gujarat,Female,1987-08-25,,,,
NEW-0372,2026-01-17,Paid,2026-02-17,Basic,Monthly,,,8.99,350,21,0,Aditya Chauhan,India,West Bengal,Male,1995-08-03,2026-07-27,Y,50.0,3.0
NEW-0373,2023-08-24,Refferal,2023-09-24,Standard,Monthly,2023-11-07,Poor service,16.99,682,71,1,Naman Sharma,India,West Bengal,Male,1999-12-12,2025-09-14,Y,40.0,2.0
NEW-0374,2025-11-30,Organic,2026-11-30,Premium,Annual,,,22.99,1850,51,0,Simran Kapoor,India,Uttar Pradesh,Female,1986-10-10,2026-02-23,Y,60.0,2.0
NEW-0375,2020-08-23,Refferal,2022-08-23,Basic,Annual,,,7.99,663,11,0,Manish Kumar,India,Karnataka,Male,2004-11-05,,,,
NEW-0376,2021-05-18,Paid,2021-06-15,Basic,Monthly,,,6.99,550,22,0,Priya Chauhan,India,Uttar Pradesh,Male,2001-04-23,,,,
NEW-0377,2024-01-02,Paid,2024-02-01,Basic,Monthly,,,6.99,407,14,0,Aditi Bansal,India,Haryana,Male,1991-10-05,,,,
NEW-0378,2019-02-18,Refferal,2020-02-18,Premium,Annual,,,24.99,3375,16,0,Yash Patel,India,Maharashtra,Female,1999-09-28,,,,
NEW-0379,2023-03-19,Paid,2023-04-19,Standard,Monthly,2023-06-23,Too expensive,16.99,791,70,1,Sneha Malhotra,India,Gujarat,Male,1974-02-21,,,,
NEW-0380,2020-07-10,Organic,2021-07-10,Standard,Annual,,,16.99,1840,15,0,Nisha Singh,India,Uttar Pradesh,Male,1988-01-16,,,,
NEW-0381,2023-09-23,Organic,2023-10-23,Basic,Monthly,,,6.99,458,37,0,Tarun Joshi,India,Tamil Nadu,Male,1999-06-02,,,,
NEW-0382,2021-06-23,Refferal,2021-07-23,Standard,Monthly,,,15.99,1138,8,0,Divya Singh,India,Uttar Pradesh,Male,1973-11-22,2023-07-04,Y,50.0,1.0
NEW-0383,2019-10-17,Paid,2019-11-17,Basic,Monthly,2020-01-25,Too expensive,8.99,381,73,1,Shivam Chauhan,India,Tamil Nadu,Female,1984-12-28,,,,
NEW-0384,2019-11-29,Organic,2020-11-29,Premium,Annual,,,22.99,3056,20,0,Naina Joshi,India,Uttar Pradesh,Male,1999-01-11,,,,
NEW-0385,2022-01-03,Paid,2023-01-04,Basic,Annual,,,6.99,656,23,0,Naman Agarwal,India,Karnataka,Female,2005-02-04,,,,
NEW-0386,2019-08-13,Paid,2019-09-13,Standard,Monthly,,,15.99,1507,11,0,Riya Joshi,India,Gujarat,Male,1987-02-22,,,,
NEW-0387,2023-09-21,Paid,2024-09-21,Premium,Annual,,,22.99,2446,21,0,Nikhil Mehta,India,Karnataka,Female,1982-08-08,2025-08-21,N,80.0,1.0
NEW-0388,2023-01-24,Organic,2024-01-25,Basic,Annual,,,8.99,564,23,0,Manish Rana,India,Punjab,Male,1995-06-19,,,,
NEW-0389,2026-03-17,Refferal,2026-04-14,Premium,Monthly,,,22.99,1238,43,0,Tanya Agarwal,India,Karnataka,Male,1998-11-19,,,,
NEW-0390,2020-03-30,Refferal,2020-04-27,Standard,Monthly,,,16.99,1504,18,0,Arjun Kapoor,India,Tamil Nadu,Female,1997-02-02,2023-06-04,N,70.0,1.0
NEW-0391,2023-01-24,Refferal,2023-02-23,Basic,Monthly,,,8.99,458,19,0,Sakshi Mishra,India,Punjab,Male,1992-12-13,,,,
NEW-0392,2021-07-16,Paid,2021-08-16,Premium,Monthly,2021-09-26,Too expensive,24.99,1420,83,1,Sourabh Bansal,India,Delhi,Female,1993-05-28,,,,
NEW-0393,2025-05-21,Paid,2025-06-18,Standard,Monthly,,,14.99,792,22,0,Sanya Verma,India,Maharashtra,Male,2005-02-03,,,,
NEW-0394,2021-07-06,Organic,2021-08-05,Premium,Monthly,,,24.99,2548,38,0,Riya Saini,India,Tamil Nadu,Female,1976-05-01,2024-06-17,Y,60.0,1.0
NEW-0395,2024-02-11,Refferal,2024-03-12,Basic,Monthly,,,8.99,405,41,0,Aman Rana,India,Maharashtra,Female,1972-09-01,,,,
NEW-0396,2026-07-06,Organic,2026-08-03,Standard,Monthly,2026-07-31,Too expensive,16.99,523,90,1,Aditi Bansal,India,Delhi,Female,1987-10-19,2026-07-27,Y,40.0,3.0
NEW-0397,2019-01-02,Paid,2019-02-01,Basic,Monthly,,,6.99,670,31,0,Rohan Patel,India,Rajasthan,Female,1993-06-22,2025-06-03,Y,50.0,2.0
NEW-0398,2023-10-01,Organic,2023-10-31,Premium,Monthly,,,26.99,1941,44,0,Nikhil Gupta,India,Delhi,Female,1994-08-13,2025-03-17,N,70.0,1.0
NEW-0399,2023-12-29,Paid,2024-12-28,Standard,Annual,,,15.99,1193,40,0,Vikas Bansal,India,Uttar Pradesh,Female,1998-12-30,2026-02-23,N,80.0,1.0
NEW-0400,2023-08-28,Refferal,2024-08-27,Basic,Annual,2025-02-16,Not enough content,8.99,432,85,1,Ananya Shah,India,Haryana,Female,1995-06-11,,,,
NEW-0401,2023-06-29,Organic,2023-07-27,Standard,Monthly,,,13.99,986,32,0,Karan Bansal,India,Karnataka,Female,1977-01-19,,,,
NEW-0402,2023-10-07,Organic,2023-11-04,Basic,Monthly,2024-03-25,Poor service,6.99,309,89,1,Sonal Malhotra,India,Tamil Nadu,Male,1985-06-02,2026-07-01,Y,70.0,1.0
NEW-0403,2024-04-15,Organic,2024-05-16,Basic,Monthly,,,6.99,431,30,0,Sneha Gupta,India,Karnataka,Male,1986-03-26,2024-08-03,N,100.0,1.0
NEW-0404,2024-07-31,Refferal,2024-08-31,Standard,Monthly,,,13.99,840,30,0,Akshay Gupta,India,Haryana,Male,1995-06-28,,,,
NEW-0405,2026-07-20,Organic,2026-08-20,Standard,Monthly,,,14.99,728,17,0,Karan Mishra,India,West Bengal,Male,1980-05-12,,,,
NEW-0406,2021-02-19,Organic,2021-03-21,Basic,Monthly,,,6.99,518,37,0,Akshay Malhotra,India,Tamil Nadu,Female,1990-09-13,2024-12-21,N,70.0,1.0
NEW-0407,2024-04-02,Organic,2024-05-02,Basic,Monthly,,,8.99,440,30,0,Naina Kumar,India,Uttar Pradesh,Female,1977-01-28,,,,
NEW-0408,2020-03-21,Refferal,2021-03-22,Standard,Annual,,,13.99,1899,14,0,Divya Agarwal,India,Rajasthan,Female,1974-11-23,,,,
NEW-0409,2021-12-30,Paid,2022-01-30,Standard,Monthly,,,15.99,1073,23,0,Rohan Mehta,India,Haryana,Male,2008-01-02,,,,
NEW-0410,2019-09-13,Paid,2019-10-11,Standard,Monthly,,,15.99,1492,18,0,Simran Bansal,India,Tamil Nadu,Female,1977-09-17,,,,
NEW-0411,2019-12-08,Refferal,2020-01-05,Standard,Monthly,,,13.99,1288,30,0,Ananya Nair,India,Maharashtra,Female,2004-04-27,,,,
NEW-0412,2021-08-12,Paid,2021-09-11,Standard,Monthly,2021-11-12,Not enough content,16.99,890,81,1,Rohit Bansal,India,West Bengal,Female,2007-08-12,2023-10-26,N,70.0,1.0
NEW-0413,2022-02-08,Paid,2022-03-08,Basic,Monthly,,,6.99,467,22,0,Aarav Jain,India,Haryana,Female,1998-08-16,,,,
NEW-0414,2020-02-21,Organic,2021-02-20,Premium,Annual,,,28.99,2962,31,0,Naman Nair,India,Gujarat,Female,1997-02-16,,,,
NEW-0415,2023-05-01,Organic,2023-05-31,Basic,Monthly,,,6.99,405,29,0,Rohit Verma,India,Punjab,Male,1980-06-29,,,,
NEW-0416,2023-09-28,Organic,2023-10-28,Basic,Monthly,,,7.99,475,41,0,Naina Gupta,India,Haryana,Male,2000-08-05,,,,
NEW-0417,2020-10-10,Refferal,2020-11-07,Basic,Monthly,,,7.99,634,24,0,Akshay Gupta,India,Haryana,Female,1992-02-07,,,,
NEW-0418,2022-11-05,Refferal,2022-12-03,Standard,Monthly,,,15.99,1169,49,0,Sonal Chauhan,India,Delhi,Female,2000-06-30,,,,
NEW-0419,2021-02-14,Refferal,2021-03-17,Standard,Monthly,2021-06-16,Too expensive,15.99,735,84,1,Simran Arora,India,Punjab,Male,1978-03-22,,,,
NEW-0420,2021-03-14,Organic,2023-03-14,Basic,Annual,,,8.99,626,22,0,Naina Mehta,India,Tamil Nadu,Female,1990-05-15,2021-06-12,Y,60.0,1.0
NEW-0421,2021-10-01,Organic,2022-10-02,Standard,Annual,,,16.99,1590,32,0,Aditya Agarwal,India,Tamil Nadu,Female,1975-05-08,2024-02-06,N,100.0,1.0
NEW-0422,2022-02-11,Refferal,2023-02-11,Basic,Annual,,,7.99,571,33,0,Aditi Singh,India,West Bengal,Female,1972-07-31,2023-05-30,Y,60.0,1.0
NEW-0423,2026-03-05,Refferal,2026-04-02,Basic,Monthly,,,8.99,334,32,0,Tarun Patel,India,Rajasthan,Male,1974-02-27,,,,
NEW-0424,2026-02-15,Refferal,2026-03-17,Basic,Monthly,,,6.99,319,23,0,Meera Shah,India,Rajasthan,Female,1986-10-01,,,,
NEW-0425,2021-01-13,Paid,2021-02-12,Basic,Monthly,2021-03-22,Not enough content,8.99,397,90,1,Meera Bansal,India,Uttar Pradesh,Female,1979-11-27,,,,
NEW-0426,2023-10-03,Organic,2023-10-31,Basic,Monthly,,,7.99,418,15,0,Isha Gupta,India,Rajasthan,Male,1971-05-31,,,,
NEW-0427,2022-03-01,Refferal,2023-03-02,Standard,Annual,,,14.99,1471,26,0,Ananya Das,India,Uttar Pradesh,Female,2003-02-03,,,,
NEW-0428,2025-05-14,Organic,2025-06-11,Basic,Monthly,,,6.99,344,47,0,Riya Shah,India,Punjab,Male,1988-07-30,,,,
NEW-0429,2020-11-04,Organic,2022-11-04,Basic,Annual,,,7.99,687,4,0,Ankit Patel,India,Maharashtra,Female,1976-06-21,,,,
NEW-0430,2021-12-19,Organic,2022-01-18,Basic,Monthly,,,7.99,462,38,0,Sneha Mehta,India,Maharashtra,Male,1987-07-02,2024-08-17,N,70.0,1.0
NEW-0431,2020-10-08,Paid,2020-11-08,Standard,Monthly,2021-04-25,Poor service,14.99,1008,57,1,Sonal Das,India,Delhi,Male,1979-03-09,,,,
NEW-0432,2026-01-01,Refferal,2027-01-02,Basic,Annual,,,8.99,447,23,0,Ansh Das,India,Gujarat,Male,1985-12-13,,,,
NEW-0433,2025-10-17,Organic,2027-10-17,Standard,Annual,2026-07-31,Not enough content,15.99,566,94,1,Varun Joshi,India,Maharashtra,Male,1988-08-11,,,,
NEW-0434,2024-04-20,Organic,2024-05-21,Basic,Monthly,,,6.99,362,30,0,Pooja Sharma,India,Uttar Pradesh,Female,1977-10-10,,,,
NEW-0435,2020-09-17,Refferal,2020-10-15,Premium,Monthly,,,24.99,2735,17,0,Tushar Nair,India,Delhi,Male,1989-02-05,,,,
NEW-0436,2025-08-22,Refferal,2027-08-22,Basic,Annual,,,8.99,409,9,0,Nikhil Kapoor,India,Rajasthan,Male,2002-03-07,,,,
NEW-0437,2021-01-17,Organic,2021-02-17,Standard,Monthly,2021-05-10,Too expensive,15.99,845,79,1,Rahul Chauhan,India,Punjab,Female,1976-03-15,,,,
NEW-0438,2022-11-30,Organic,2022-12-31,Standard,Monthly,2023-05-27,Switched to competitor,13.99,725,74,1,Tushar Jain,India,Maharashtra,Female,1972-12-31,,,,
NEW-0439,2020-12-01,Organic,2020-12-31,Standard,Monthly,,,16.99,1269,32,0,Naman Rana,India,Gujarat,Male,1997-02-17,,,,
NEW-0440,2024-01-01,Organic,2024-02-01,Standard,Monthly,,,14.99,854,37,0,Manish Yadav,India,Karnataka,Female,2002-01-10,,,,
NEW-0441,2022-01-23,Refferal,2022-02-23,Standard,Monthly,2022-08-21,Poor service,14.99,922,81,1,Naina Rana,India,West Bengal,Female,1974-03-27,,,,
NEW-0442,2022-12-25,Paid,2023-12-25,Standard,Annual,,,16.99,1228,34,0,Ansh Patel,India,Maharashtra,Female,2006-11-09,2023-01-21,N,70.0,1.0
NEW-0443,2025-01-27,Organic,2025-02-26,Standard,Monthly,2025-05-29,Not enough content,15.99,578,66,1,Vivek Verma,India,Punjab,Female,1998-06-01,2025-08-12,Y,40.0,3.0
NEW-0444,2022-04-29,Refferal,2022-05-30,Standard,Monthly,,,14.99,1042,23,0,Raj Agarwal,India,Tamil Nadu,Male,1995-07-18,,,,
NEW-0445,2020-03-16,Organic,2020-04-15,Standard,Monthly,2020-08-03,Poor service,14.99,972,86,1,Sanya Mehta,India,Punjab,Female,2006-06-26,,,,
NEW-0446,2025-05-11,Organic,2027-05-11,Standard,Annual,,,13.99,947,26,0,Divya Mehta,India,Uttar Pradesh,Female,1974-01-17,,,,
NEW-0447,2019-07-07,Organic,2020-07-06,Standard,Annual,,,14.99,1647,21,0,Shreya Mehta,India,Maharashtra,Female,1978-01-05,,,,
NEW-0448,2022-07-27,Organic,2022-08-24,Basic,Monthly,2022-10-06,Not enough content,6.99,392,68,1,Akshay Saini,India,Karnataka,Male,1974-10-24,,,,
NEW-0449,2026-03-26,Organic,2026-04-26,Basic,Monthly,,,6.99,337,34,0,Sameer Rana,India,West Bengal,Male,2001-05-03,,,,
NEW-0450,2022-05-02,Organic,2022-06-02,Basic,Monthly,,,7.99,508,30,0,Sameer Joshi,India,Delhi,Male,1970-11-04,,,,
NEW-0451,2019-08-20,Paid,2019-09-20,Standard,Monthly,,,13.99,1344,29,0,Aman Yadav,India,Punjab,Male,2003-11-24,2024-04-12,N,70.0,1.0
NEW-0452,2019-04-15,Organic,2021-04-14,Standard,Annual,,,15.99,1679,29,0,Neha Arora,India,Rajasthan,Female,1997-06-18,,,,
NEW-0453,2026-06-10,Organic,2026-07-08,Premium,Monthly,,,28.99,1163,16,0,Aditi Singh,India,Karnataka,Male,1982-11-24,,,,
NEW-0454,2019-11-25,Organic,2019-12-26,Basic,Monthly,,,6.99,579,26,0,Sonal Rana,India,Punjab,Female,1988-03-21,,,,
NEW-0455,2019-11-07,Organic,2020-11-06,Basic,Annual,,,8.99,690,12,0,Bhavna Chauhan,India,Maharashtra,Male,1981-09-02,,,,
NEW-0456,2023-09-18,Organic,2023-10-18,Basic,Monthly,2024-03-09,Not enough content,8.99,270,71,1,Isha Sharma,India,Punjab,Male,1977-10-31,,,,
NEW-0457,2026-04-04,Organic,2026-05-04,Standard,Monthly,2026-07-31,Too expensive,15.99,440,87,1,Tanvi Singh,India,Gujarat,Female,1972-05-28,2026-05-15,Y,50.0,1.0
NEW-0458,2021-01-12,Organic,2021-02-11,Basic,Monthly,,,6.99,544,21,0,Sakshi Das,India,Delhi,Female,1980-07-17,,,,
NEW-0459,2023-06-26,Organic,2023-07-27,Basic,Monthly,,,6.99,458,27,0,Naina Saini,India,West Bengal,Female,1991-12-30,2023-10-04,Y,100.0,1.0
NEW-0460,2021-09-16,Refferal,2021-10-17,Basic,Monthly,,,6.99,482,21,0,Vivek Patel,India,Tamil Nadu,Male,2005-11-29,,,,
NEW-0461,2020-11-03,Organic,2020-12-04,Basic,Monthly,,,8.99,559,31,0,Akshay Das,India,Karnataka,Female,1983-06-01,,,,
NEW-0462,2025-07-29,Organic,2026-07-29,Basic,Annual,,,7.99,451,12,0,Riya Gupta,India,West Bengal,Female,1983-12-03,,,,
NEW-0463,2022-02-13,Organic,2022-03-16,Standard,Monthly,,,14.99,1141,32,0,Nisha Jain,India,Karnataka,Female,2007-10-30,,,,
NEW-0464,2024-05-11,Organic,2025-05-12,Standard,Annual,,,14.99,1191,47,0,Simran Nair,India,Gujarat,Female,1981-01-25,,,,
NEW-0465,2024-04-24,Paid,2024-05-25,Basic,Monthly,2024-11-11,Not enough content,6.99,239,84,1,Pooja Yadav,India,Maharashtra,Male,1982-02-12,,,,
NEW-0466,2021-11-09,Organic,2021-12-10,Standard,Monthly,,,15.99,1208,26,0,Rohit Rana,India,Delhi,Male,2006-08-20,,,,
NEW-0467,2025-12-19,Paid,2026-12-20,Standard,Annual,,,13.99,990,17,0,Ananya Sharma,India,Gujarat,Female,2002-03-17,,,,
NEW-0468,2024-04-04,Organic,2024-05-04,Basic,Monthly,2024-08-09,Poor service,6.99,282,71,1,Sakshi Singh,India,Delhi,Male,1995-03-13,,,,
NEW-0469,2022-09-15,Refferal,2023-09-16,Standard,Annual,2024-01-05,Too expensive,16.99,913,75,1,Riya Jain,India,Maharashtra,Female,1970-02-06,2025-01-25,Y,40.0,2.0
NEW-0470,2025-07-30,Organic,2025-08-30,Standard,Monthly,,,14.99,845,14,0,Priya Agarwal,India,Karnataka,Male,1975-05-07,,,,
NEW-0471,2025-09-13,Paid,2025-10-14,Standard,Monthly,,,13.99,849,24,0,Sourabh Rana,India,Gujarat,Male,2008-04-04,,,,
NEW-0472,2020-05-01,Refferal,2020-05-31,Basic,Monthly,,,6.99,643,38,0,Sanya Joshi,India,Gujarat,Male,2005-02-12,2024-04-07,N,60.0,1.0
NEW-0473,2020-02-08,Refferal,2022-02-07,Standard,Annual,,,15.99,1846,23,0,Sakshi Chauhan,India,Tamil Nadu,Male,2005-09-23,,,,
NEW-0474,2019-02-18,Refferal,2019-03-21,Standard,Monthly,,,16.99,1481,21,0,Akshay Patel,India,Tamil Nadu,Male,1995-12-30,,,,
NEW-0475,2019-03-16,Refferal,2020-03-16,Standard,Annual,,,15.99,1702,30,0,Vivek Jain,India,Karnataka,Female,1996-07-06,,,,
NEW-0476,2024-04-15,Organic,2024-05-13,Basic,Monthly,,,8.99,376,29,0,Raj Yadav,India,Rajasthan,Male,1992-01-30,,,,
NEW-0477,2021-05-16,Refferal,2021-06-13,Basic,Monthly,,,6.99,585,4,0,Raj Saini,India,Punjab,Female,1998-02-10,2023-04-17,N,80.0,1.0
